Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,PathAggregation,Technique,AUC,Credibility,LagGlobal,MAP
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,SINGLE,VSM,SUM,ALLTRACED_RFNONE_SINGLE_VSM,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFSMOTE,SINGLE,LSA,SUM,ALLTRACED_RFSMOTE_SINGLE_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,RFNONE,RAW,LSA,SUM,ALLTRACED_RFNONE_RAW_LSA,1.0,0.8789604088596411,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,VSM,MEDIAN,ALLTRACED_SUM_SINGLE_VSM,1.0,0.634881369047619,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,MAX,RAW,LSA,MAX,ALLTRACED_MAX_RAW_LSA,1.0,0.9009804761904762,0.0,1.0
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,SUM,ALLTRACED_SUM_SINGLE_LSA,0.9876295756397796,0.7820247574221771,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,SUM,ALLTRACED_SUM_RAW_LSA,0.9876295756397796,0.7820247574221771,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,MEDIAN,ALLTRACED_SUM_SINGLE_LSA,0.9876295756397796,0.7610268112244898,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,MEDIAN,ALLTRACED_SUM_MULTI_LSA,0.9876295756397796,0.7610268112244898,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,SUM,ALLTRACED_SUM_MULTI_LSA,0.9876295756397796,0.7820247574221771,0.5873015873015873,0.9753238772861292
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,MEDIAN,ALLTRACED_SUM_RAW_LSA,0.9876295756397796,0.7610268112244898,0.5873015873015873,0.9753238772861292
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,MAX,LOWERTRACED_MAX_SINGLE_VSM,0.9829392074290034,0.7289534523809523,0.3412698412698413,0.9658712388741206
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,MAX,UPPERTRACED_MAX_SINGLE_VSM,0.982284580498866,0.7536785714285714,0.3888888888888889,0.9657013842322536
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,MEDIAN,LOWERTRACED_MAX_SINGLE_VSM,0.9773445092322642,0.7046070833333333,0.5992063492063492,0.9564658253059619
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,SUM,LOWERTRACED_MAX_SINGLE_VSM,0.9773445092322642,0.7224021748720664,0.5992063492063492,0.9564658253059619
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,MEDIAN,UPPERTRACED_MAX_SINGLE_VSM,0.9776684483317136,0.7188038690476192,0.4880952380952381,0.9553008936366456
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,SUM,UPPERTRACED_MAX_SINGLE_VSM,0.9776684483317136,0.7446333698534433,0.4880952380952381,0.9553008936366456
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,MAX,LOWERTRACED_MAX_MULTI_VSM,0.9596088435374149,0.6863855952380954,1.6865079365079363,0.9389791219680462
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,MAX,UPPERTRACED_MAX_MULTI_VSM,0.9633071482561276,0.6931371428571429,0.6071428571428571,0.9279075337387812
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,SUM,LOWERTRACED_RFNONE_SINGLE_VSM,0.9367340190044272,0.8234659169515129,2.023809523809524,0.9266185730409182
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,MEDIAN,LOWERTRACED_RFNONE_SINGLE_VSM,0.9367373933700464,0.7872009119265351,2.023809523809524,0.9266185730409182
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,MAX,LOWERTRACED_RFNONE_SINGLE_VSM,0.9353066623474786,0.8115216666666667,2.0198412698412698,0.9254974011532542
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,MAX,LOWERTRACED_RFUNDER_SINGLE_VSM,0.9332685455134434,0.8503504761904762,2.0198412698412698,0.922280988599296
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,MAX,LOWERTRACED_MAX_RAW_VSM,0.9501369992441422,0.6771773809523809,1.8015873015873016,0.921310295312974
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,MEDIAN,LOWERTRACED_RFUNDER_SINGLE_VSM,0.931777075909729,0.8058251170001676,2.023809523809524,0.9202456434726182
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,SUM,LOWERTRACED_RFUNDER_SINGLE_VSM,0.9317737015441098,0.8379208150993828,2.023809523809524,0.9202456434726182
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,MEDIAN,LOWERTRACED_MAX_MULTI_VSM,0.9441306284418528,0.6823345833333334,1.9642857142857144,0.9115888739383629
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,SUM,LOWERTRACED_MAX_MULTI_VSM,0.9441238797106144,0.7017722987845727,1.9642857142857144,0.9115819018270446
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,SUM,UPPERTRACED_MAX_MULTI_VSM,0.9527825018896448,0.7174406533446713,1.1349206349206349,0.9104940931819944
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,VSM,MEDIAN,UPPERTRACED_MAX_MULTI_VSM,0.9527791275240254,0.6859401190476191,1.1349206349206349,0.9104749261799052
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,RFSMOTE,LOWERTRACED_MAX_SINGLE_VSM,0.9464285714285716,0.8094047619047618,1.1825396825396826,0.8971656118689335
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,SUM,LOWERTRACED_RFSMOTE_SINGLE_VSM,0.920398715041572,0.8059849941181259,2.2182539682539684,0.8969012650023898
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,MEDIAN,LOWERTRACED_RFSMOTE_SINGLE_VSM,0.920398715041572,0.7783872240409513,2.2182539682539684,0.8969012650023898
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,MAX,UPPERTRACED_MAX_RAW_VSM,0.9476737123420798,0.6802830952380952,0.8928571428571429,0.8950448037138519
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,MAX,ALLTRACED_SUM_RAW_LSA,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,MAX,ALLTRACED_SUM_MULTI_LSA,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,MAX,ALLTRACED_SUM_SINGLE_LSA,0.9189072454378576,0.7527606462585034,1.0555555555555556,0.8936408122783901
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,SUM,LOWERTRACED_SUM_SINGLE_VSM,0.9518613000755858,0.7478358619263034,0.5555555555555556,0.8893264724414564
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,MEDIAN,LOWERTRACED_SUM_SINGLE_VSM,0.9518613000755858,0.4125235714285715,0.5555555555555556,0.88932322273393
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,VSM,MAX,LOWERTRACED_SUM_SINGLE_VSM,0.9523607061872368,-0.26994821428571425,0.4801587301587302,0.8891888239466296
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,RFNONE,LOWERTRACED_MAX_SINGLE_VSM,0.9051432080768816,0.8964166666666666,2.3095238095238093,0.884347342275822
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,MAX,LOWERTRACED_RFSMOTE_SINGLE_VSM,0.9061757639563762,0.8032265909390451,2.2182539682539684,0.8815562479935559
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,RFUNDER,LOWERTRACED_MAX_SINGLE_VSM,0.8830276158082281,0.8972261904761906,2.3293650793650795,0.8714380436551126
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,MEDIAN,LOWERTRACED_MAX_RAW_VSM,0.9216843483425116,0.6798597023809523,2.1031746031746037,0.8710101620570022
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,VSM,SUM,LOWERTRACED_MAX_RAW_VSM,0.9216775996112729,0.697690684867363,2.1031746031746037,0.8709977303817785
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,RFNONE,LOWERTRACED_RFUNDER_SINGLE_VSM,0.8955600097181731,0.8613571428571428,2.2420634920634916,0.8697950781025627
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,SUM,UPPERTRACED_MAX_RAW_VSM,0.9296883435914048,0.7001708259061199,1.6071428571428572,0.8690108323536425
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,VSM,MEDIAN,UPPERTRACED_MAX_RAW_VSM,0.9296883435914048,0.6847566666666667,1.6071428571428572,0.8690067708474931
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,RFUNDER,LOWERTRACED_RFUNDER_SINGLE_VSM,0.8894692797754022,0.8615238095238096,2.2976190476190474,0.8646520657303599
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,SUM,LOWERTRACED_RFSMOTE_MULTI_VSM,0.8918245869776482,0.7916393534002231,2.2261904761904763,0.8634381231105284
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,MEDIAN,LOWERTRACED_RFSMOTE_MULTI_VSM,0.8918245869776482,0.7665404166666665,2.2261904761904763,0.8634381231105284
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,MAX,LOWERTRACED_SUM_MULTI_VSM,0.92792355037253,-0.13238142857142854,0.9325396825396826,0.8609532173098976
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,SUM,LOWERTRACED_SUM_MULTI_VSM,0.9269213637836088,0.7241023345449639,1.1746031746031746,0.8595196857991281
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,MEDIAN,LOWERTRACED_SUM_MULTI_VSM,0.9269213637836088,0.4540182738095239,1.1746031746031746,0.8595196857991281
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,MAX,LOWERTRACED_RFSMOTE_MULTI_VSM,0.8879643127092106,0.7866869047619047,2.2261904761904763,0.8587035530972652
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,SUM,UPPERTRACED_SUM_SINGLE_VSM,0.9434793758773352,0.7453058102512076,0.7380952380952381,0.8560578065871909
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,MEDIAN,UPPERTRACED_SUM_SINGLE_VSM,0.9434793758773352,0.4876313095238095,0.7380952380952381,0.8560578065871909
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,RFSMOTE,LOWERTRACED_RFUNDER_SINGLE_VSM,0.8894490335816867,0.8763928571428572,2.1746031746031744,0.8557228522404147
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,MAX,UPPERTRACED_SUM_SINGLE_VSM,0.9411510636000432,-0.07683547619047623,0.8611111111111112,0.8534525241735065
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,MAX,NONETRACED_MAX_SINGLE_VSM,0.915249433106576,0.6833019047619048,1.8373015873015872,0.8516781135352636
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,MEDIAN,LOWERTRACED_RFUNDER_MULTI_VSM,0.8974125364431487,0.7784630357142858,2.2261904761904763,0.8513318655686277
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,SUM,LOWERTRACED_RFUNDER_MULTI_VSM,0.8974125364431487,0.8047311312856956,2.2261904761904763,0.8513318655686277
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,MEDIAN,LOWERTRACED_SUM_RAW_VSM,0.9202603660511824,0.6511631547619049,1.0396825396825398,0.8489030454431661
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,SUM,LOWERTRACED_SUM_RAW_VSM,0.9202536173199438,0.7219325249325569,1.0396825396825398,0.8488990692685312
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,RFSMOTE,LOWERTRACED_RFNONE_SINGLE_VSM,0.908962989957888,0.8646071428571428,2.1984126984126986,0.8434950295054909
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,MAX,LOWERTRACED_SUM_RAW_VSM,0.9170378468847856,0.4329430952380952,0.7896825396825397,0.8403418016667935
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,SUM,NONETRACED_MAX_SINGLE_VSM,0.8988972573156246,0.7017318305997615,1.996031746031746,0.8366017986538508
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,MEDIAN,NONETRACED_MAX_SINGLE_VSM,0.8988938829500053,0.6798893452380953,1.996031746031746,0.8365840491084098
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,MEDIAN,LOWERTRACED_RFNONE_MULTI_VSM,0.8953204297592053,0.7578618452380952,2.2261904761904763,0.8303656091564002
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,SUM,LOWERTRACED_RFNONE_MULTI_VSM,0.8953204297592053,0.7800292243987896,2.2261904761904763,0.8303656091564002
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,RFUNDER,LOWERTRACED_RFSMOTE_SINGLE_VSM,0.8709980023755534,0.8286547619047618,2.3095238095238093,0.8191214507809251
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,RFUNDER,ALLTRACED_SUM_RAW_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,RFSMOTE,ALLTRACED_SUM_RAW_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,RFNONE,ALLTRACED_SUM_SINGLE_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,RFSMOTE,ALLTRACED_SUM_MULTI_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,RFSMOTE,ALLTRACED_SUM_SINGLE_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,SINGLE,LSA,RFUNDER,ALLTRACED_SUM_SINGLE_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,RFNONE,ALLTRACED_SUM_MULTI_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,MULTI,LSA,RFUNDER,ALLTRACED_SUM_MULTI_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,ALLTRACED,Combined,100.0,SUM,RAW,LSA,RFNONE,ALLTRACED_SUM_RAW_LSA,0.8670634920634921,0.9202380952380952,2.3253968253968256,0.8138888888888889
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,RFNONE,LOWERTRACED_RFSMOTE_SINGLE_VSM,0.8659465770435157,0.8232857142857142,2.3015873015873014,0.8074125351990624
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,SUM,UPPERTRACED_SUM_RAW_VSM,0.9087301587301588,0.7100685977746013,2.071428571428572,0.7919263076823415
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,MEDIAN,UPPERTRACED_SUM_RAW_VSM,0.9087267843645394,0.6680511904761904,2.071428571428572,0.7919182911535592
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,MAX,LOWERTRACED_RFUNDER_MULTI_VSM,0.8888079041140267,0.8037754761904762,2.2261904761904763,0.789107567109178
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,MEDIAN,UPPERTRACED_SUM_MULTI_VSM,0.9070800939423388,0.4749279761904761,1.8373015873015872,0.7886158392314779
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,SUM,UPPERTRACED_SUM_MULTI_VSM,0.9070800939423388,0.7164893683906095,1.8373015873015872,0.7886158392314779
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,SUM,UPPERTRACED_RFNONE_SINGLE_VSM,0.8751349746247705,0.7091763343596686,1.96031746031746,0.7873811893276553
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,MEDIAN,UPPERTRACED_RFNONE_SINGLE_VSM,0.8751316002591513,0.7046735721086044,1.96031746031746,0.7873597057155678
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,MULTI,VSM,MAX,UPPERTRACED_SUM_MULTI_VSM,0.89525294244682,-0.09554523809523807,1.7103174603174602,0.7759705138628438
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,SUM,NONETRACED_RFUNDER_SINGLE_VSM,0.8257072670337975,0.7315558071028265,2.3015873015873014,0.7734779602800503
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,MEDIAN,NONETRACED_RFUNDER_SINGLE_VSM,0.825710641399417,0.7176535119047619,2.3015873015873014,0.7734292292256155
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,RAW,VSM,MAX,UPPERTRACED_SUM_RAW_VSM,0.8912239498974193,0.5434921428571429,1.7063492063492065,0.7695356094937444
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,SUM,NONETRACED_RFNONE_SINGLE_VSM,0.8189517870640319,0.7203281665172303,2.305555555555556,0.7639014398897107
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,MEDIAN,NONETRACED_RFNONE_SINGLE_VSM,0.8189517870640319,0.7098618452380953,2.305555555555556,0.7638976965735366
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,MAX,LOWERTRACED_RFNONE_MULTI_VSM,0.8816407515387107,0.7606485714285715,2.2261904761904763,0.7525750124358441
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,SUM,NONETRACED_MAX_MULTI_VSM,0.8373387053233992,0.6763185731857319,2.2976190476190474,0.7518099003461716
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,MEDIAN,NONETRACED_MAX_MULTI_VSM,0.83733533095778,0.6699158333333333,2.2976190476190474,0.7517976140978502
EasyClinic,NONETRACED,Combined,0.0,MAX,MULTI,VSM,MAX,NONETRACED_MAX_MULTI_VSM,0.8450356333009394,0.6623109523809525,2.293650793650793,0.7509559185237746
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,MAX,NONETRACED_RFUNDER_SINGLE_VSM,0.8012161213691826,0.6992210714285714,2.3015873015873014,0.7437234863174949
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,RFNONE,LOWERTRACED_MAX_MULTI_VSM,0.906928247489472,0.8002738095238096,2.3174603174603177,0.7408050130297125
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,SINGLE,VSM,RFSMOTE,LOWERTRACED_RFSMOTE_SINGLE_VSM,0.8846169420149012,0.8227976190476192,2.238095238095238,0.7407540677955562
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,MAX,NONETRACED_RFNONE_SINGLE_VSM,0.7971702569916855,0.6885930952380953,2.3015873015873014,0.7335459873197682
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,SINGLE,VSM,MAX,UPPERTRACED_RFNONE_SINGLE_VSM,0.8464596155922688,0.6910490293880946,1.880952380952381,0.7325932266497952
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,RFUNDER,LOWERTRACED_MAX_MULTI_VSM,0.8911294676600798,0.7938809523809522,2.3293650793650795,0.7279630368434457
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,SUM,NONETRACED_MAX_RAW_VSM,0.8086431000971818,0.6697409309037216,2.305555555555556,0.7201089400564096
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,MEDIAN,NONETRACED_MAX_RAW_VSM,0.8086431000971818,0.6822655952380953,2.305555555555556,0.7200972139418158
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,RFUNDER,LOWERTRACED_RFNONE_SINGLE_VSM,0.8094968145988555,0.7755000000000001,2.2698412698412698,0.7036209158819869
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,RFNONE,LOWERTRACED_RFNONE_SINGLE_VSM,0.8197177680596048,0.7698571428571428,2.3293650793650795,0.7022940482693362
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,MAX,NONETRACED_RFNONE_MULTI_VSM,0.7862609329446064,0.6848526190476191,2.305555555555556,0.7007860573988158
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,MEDIAN,NONETRACED_RFNONE_MULTI_VSM,0.7914439585357952,0.6971416071428572,2.3174603174603177,0.6985571522342833
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,VSM,SUM,NONETRACED_RFNONE_MULTI_VSM,0.7914405841701759,0.6985088915234143,2.3174603174603177,0.6985549400638597
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,RFSMOTE,LOWERTRACED_MAX_MULTI_VSM,0.8554388025051289,0.6856428571428572,2.2579365079365084,0.6964459045314416
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,MEDIAN,NONETRACED_RFNONE_RAW_VSM,0.7933639725731562,0.6877368452380952,2.2976190476190474,0.6942876574167788
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,SUM,NONETRACED_RFNONE_RAW_VSM,0.7933639725731563,0.6722698028208727,2.2976190476190474,0.6942816789428607
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,MEDIAN,NONETRACED_SUM_SINGLE_VSM,0.8249446604038441,0.046284761904761884,2.2261904761904763,0.694216582350987
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,SUM,NONETRACED_SUM_SINGLE_VSM,0.8249446604038441,0.6826357647843659,2.2261904761904763,0.694216582350987
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,RFNONE,UPPERTRACED_SUM_SINGLE_VSM,0.8957995896771407,0.7481785714285715,0.8611111111111112,0.6903607559452014
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,RFNONE,LOWERTRACED_RFUNDER_MULTI_VSM,0.849793488824101,0.7534761904761904,2.305555555555556,0.6879567008268255
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,SUM,UPPERTRACED_RFSMOTE_SINGLE_VSM,0.7936339218226973,0.6547808725699849,1.6507936507936507,0.6873827591435185
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,MEDIAN,UPPERTRACED_RFSMOTE_SINGLE_VSM,0.7936372961883166,0.6615423276836414,1.6507936507936507,0.6873827591435185
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,MAX,NONETRACED_MEDIAN_SINGLE_VSM,0.7843307958103877,0.6738848809523811,2.313492063492064,0.6843272619250117
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,MAX,NONETRACED_RFNONE_RAW_VSM,0.7846851042004102,0.6747491666666665,2.2976190476190474,0.683125809253568
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,RFUNDER,LOWERTRACED_RFUNDER_MULTI_VSM,0.8500701868048807,0.7537261904761906,2.3095238095238093,0.6827051566781556
EasyClinic,NONETRACED,Combined,0.0,SUM,SINGLE,VSM,MAX,NONETRACED_SUM_SINGLE_VSM,0.8170688910484829,-1.0051415476190475,2.1904761904761907,0.6825021738311771
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,SUM,UPPERTRACED_RFUNDER_SINGLE_VSM,0.8657204945470252,0.6933361813624972,1.8571428571428568,0.6824363993225201
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,MEDIAN,UPPERTRACED_RFUNDER_SINGLE_VSM,0.8657137458157865,0.6911654166666666,1.8571428571428568,0.6824194925543514
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,MAX,NONETRACED_RFUNDER_RAW_VSM,0.7857851473922903,0.674145119047619,2.3015873015873014,0.6821444824682192
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,VSM,MAX,NONETRACED_MEDIAN_MULTI_VSM,0.7790600367130979,0.6731130952380951,2.3253968253968256,0.6809201158035166
EasyClinic,NONETRACED,Combined,0.0,MAX,RAW,VSM,MAX,NONETRACED_MAX_RAW_VSM,0.7791477702191988,0.6751269047619047,2.3174603174603177,0.6798833706507839
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,MAX,LOWERTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,MAX,ALLTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,MAX,LOWERTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,MEDIAN,ALLTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
